_id,category,category_type,qiime_tag,mgrast_tag,tag,definition,required,mixs,type,fw_type,unit
392,human-oral,ep,body_product,human-oral_body_product,body_product,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v3.1) terms, please see http://bioportal.bioontology.org/visualize/44507",0,1,text,text,
393,human-oral,ep,tot_mass,human-oral_tot_mass,tot_mass,"total mass of the host at collection, the unit depends on host",0,1,text,Measurement,
394,human-oral,ep,height,human-oral_height,height,the height of subject,0,1,text,Measurement,
395,human-oral,ep,diet,human-oral_diet,diet,"type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types",0,1,text,text,
396,human-oral,ep,last_meal,human-oral_last_meal,last_meal,content of last meal and time since feeding; can include multiple values,0,1,text,text,
397,human-oral,ep,family_relationship,human-oral_family_relationship,family_relationship,relationships to other hosts in the same study; can include multiple relationships,0,1,text,text,
398,human-oral,ep,genotype,human-oral_genotype,genotype,observed genotype,0,1,text,OOD_List,
399,human-oral,ep,phenotype,human-oral_phenotype,phenotype,"phenotype of host. For Phenotypic quality Ontology (PATO) (v1.269) terms, please see http://bioportal.bioontology.org/visualize/44601",0,1,text,OOD_List,
400,human-oral,ep,host_body_temp,human-oral_host_body_temp,host_body_temp,core body temperature of the host when sample was collected,0,1,text,Measurement,
401,human-oral,ep,body_mass_index,human-oral_body_mass_index,body_mass_index,"body mass index, calculated as weight/(height)squared",0,1,text,Measurement,
402,human-oral,ep,ihmc_ethnicity,human-oral_ihmc_ethnicity,ihmc_ethnicity,ethnicity of the subject,0,1,text,text,
403,human-oral,ep,occupation,human-oral_occupation,occupation,most frequent job performed by subject,0,1,text,text,
404,human-oral,ep,medic_hist_perform,human-oral_medic_hist_perform,medic_hist_perform,whether full medical history was collected,0,1,text,text,
405,human-oral,ep,pulse,human-oral_pulse,pulse,"resting pulse, measured as beats per minute",0,1,text,text,
406,human-oral,ep,perturbation,human-oral_perturbation,perturbation,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",0,1,text,text,
407,human-oral,ep,samp_salinity,human-oral_samp_salinity,samp_salinity,"salinity of sample, i.e. measure of total salt concentration",0,1,text,text,
408,human-oral,ep,oxy_stat_samp,human-oral_oxy_stat_samp,oxy_stat_samp,oxygenation status of sample,0,1,text,text,
409,human-oral,ep,organism_count,human-oral_organism_count,organism_count,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",0,1,text,text,
410,human-oral,ep,samp_store_temp,human-oral_samp_store_temp,samp_store_temp,"temperature at which sample was stored, e.g. -80",0,1,text,Measurement,
411,human-oral,ep,samp_store_dur,human-oral_samp_store_dur,samp_store_dur,duration for which sample was stored,0,1,text,Range,
412,human-oral,ep,samp_store_loc,human-oral_samp_store_loc,samp_store_loc,"location at which sample was stored, usually name of a specific freezer/room",0,1,text,text,
413,human-oral,ep,,,mgrast_id,MG-RAST Enviromental Package ID,0,0,text,text,
414,human-oral,ep,misc_param,human-oral_misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,Measurement_Named,
415,human-skin,ep,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
416,human-skin,ep,dermatology_disord,human-skin_dermatology_disord,dermatology_disord,history of dermatology disorders; can include multiple disorders,0,1,text,text,
417,human-skin,ep,time_since_last_wash,human-skin_time_since_last_wash,time_since_last_wash,specification of the time since last wash,0,1,text,text,
418,human-skin,ep,dominant_hand,human-skin_dominant_hand,dominant_hand,dominant hand of the subject,0,1,text,text,
419,human-skin,ep,host_subject_id,human-skin_host_subject_id,host_subject_id,"a unique identifier by which each subject can be referred to, de-identified, e.g. #131",0,1,text,text,
420,human-skin,ep,age,human-skin_age,age,"age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees",0,1,text,Measurement,
421,human-skin,ep,sex,human-skin_sex,sex,physical sex of the host,0,1,text,Sex,
422,human-skin,ep,disease_stat,human-skin_disease_stat,disease_stat,"list of diseases with which the host has been diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology), other hosts are free text. For DO terms, please see http://gemina.svn.sourceforge.net/viewvc/gemina/trunk/Gemina/ontologies/gemina_symptom.obo?view=log",0,1,text,text,
423,human-skin,ep,ihmc_medication_code,human-skin_ihmc_medication_code,ihmc_medication_code,can include multiple medication codes,0,1,text,text,
424,human-skin,ep,chem_administration,human-skin_chem_administration,chem_administration,"list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v1.72), please see http://bioportal.bioontology.org/visualize/44603",0,1,text,text,
425,human-skin,ep,body_site,human-skin_body_site,body_site,"name of body site where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v3.1) terms, please see http://bioportal.bioontology.org/visualize/44507",0,1,text,text,
426,human-skin,ep,body_product,human-skin_body_product,body_product,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v3.1) terms, please see http://bioportal.bioontology.org/visualize/44507",0,1,text,text,
427,human-skin,ep,tot_mass,human-skin_tot_mass,tot_mass,"total mass of the host at collection, the unit depends on host",0,1,text,Measurement,
428,human-skin,ep,height,human-skin_height,height,the height of subject,0,1,text,Measurement,
429,human-skin,ep,diet,human-skin_diet,diet,"type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types",0,1,text,text,
430,human-skin,ep,last_meal,human-skin_last_meal,last_meal,content of last meal and time since feeding; can include multiple values,0,1,text,text,
431,human-skin,ep,family_relationship,human-skin_family_relationship,family_relationship,relationships to other hosts in the same study; can include multiple relationships,0,1,text,text,
432,human-skin,ep,genotype,human-skin_genotype,genotype,observed genotype,0,1,text,OOD_List,
433,human-skin,ep,phenotype,human-skin_phenotype,phenotype,"phenotype of host. For Phenotypic quality Ontology (PATO) (v1.269) terms, please see http://bioportal.bioontology.org/visualize/44601",0,1,text,OOD_List,
434,human-skin,ep,host_body_temp,human-skin_host_body_temp,host_body_temp,core body temperature of the host when sample was collected,0,1,text,Measurement,
435,human-skin,ep,body_mass_index,human-skin_body_mass_index,body_mass_index,"body mass index, calculated as weight/(height)squared",0,1,text,Measurement,
436,human-skin,ep,ihmc_ethnicity,human-skin_ihmc_ethnicity,ihmc_ethnicity,ethnicity of the subject,0,1,text,text,
437,human-skin,ep,occupation,human-skin_occupation,occupation,most frequent job performed by subject,0,1,text,text,
438,human-skin,ep,medic_hist_perform,human-skin_medic_hist_perform,medic_hist_perform,whether full medical history was collected,0,1,text,text,
439,human-skin,ep,pulse,human-skin_pulse,pulse,"resting pulse, measured as beats per minute",0,1,text,text,
440,human-skin,ep,perturbation,human-skin_perturbation,perturbation,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",0,1,text,text,
441,human-skin,ep,samp_salinity,human-skin_samp_salinity,samp_salinity,"salinity of sample, i.e. measure of total salt concentration",0,1,text,text,
442,human-skin,ep,oxy_stat_samp,human-skin_oxy_stat_samp,oxy_stat_samp,oxygenation status of sample,0,1,text,text,
443,human-skin,ep,organism_count,human-skin_organism_count,organism_count,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",0,1,text,text,
444,human-skin,ep,samp_store_temp,human-skin_samp_store_temp,samp_store_temp,"temperature at which sample was stored, e.g. -80",0,1,text,Measurement,
445,human-skin,ep,samp_store_dur,human-skin_samp_store_dur,samp_store_dur,duration for which sample was stored,0,1,text,Range,
446,human-skin,ep,samp_store_loc,human-skin_samp_store_loc,samp_store_loc,"location at which sample was stored, usually name of a specific freezer/room",0,1,text,text,
447,human-skin,ep,,,mgrast_id,MG-RAST Enviromental Package ID,0,0,text,text,
448,human-skin,ep,misc_param,human-skin_misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,Measurement_Named,
449,human-vaginal,ep,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
450,human-vaginal,ep,menarche,human-vaginal_menarche,menarche,date of most recent menstruation,0,1,text,date,
451,human-vaginal,ep,sexual_act,human-vaginal_sexual_act,sexual_act,current sexual partner and frequency of sex,0,1,text,text,
452,human-vaginal,ep,pregnancy,human-vaginal_pregnancy,pregnancy,date due of pregnancy,0,1,text,date,
453,human-vaginal,ep,douche,human-vaginal_douche,douche,date of most recent douche,0,1,text,date,
454,human-vaginal,ep,birth_control,human-vaginal_birth_control,birth_control,specification of birth control medication used,0,1,text,text,
455,human-vaginal,ep,menopause,human-vaginal_menopause,menopause,date of onset of menopause,0,1,text,date,
456,human-vaginal,ep,hrt,human-vaginal_hrt,hrt,"whether subject had hormone replacement theraphy, and if yes start date",0,1,text,text,
457,human-vaginal,ep,hysterectomy,human-vaginal_hysterectomy,hysterectomy,specification of whether hysterectomy was performed,0,1,text,text,
458,human-vaginal,ep,gynecologic_disord,human-vaginal_gynecologic_disord,gynecologic_disord,history of gynecological disorders; can include multiple disorders,0,1,text,text,
459,human-vaginal,ep,urogenit_disord,human-vaginal_urogenit_disord,urogenit_disord,"history of urogenital disorders, can include multiple disorders",0,1,text,text,
460,human-vaginal,ep,host_subject_id,human-vaginal_host_subject_id,host_subject_id,"a unique identifier by which each subject can be referred to, de-identified, e.g. #131",0,1,text,text,
461,human-vaginal,ep,age,human-vaginal_age,age,"age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees",0,1,text,Measurement,
462,human-vaginal,ep,disease_stat,human-vaginal_disease_stat,disease_stat,"list of diseases with which the host has been diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology), other hosts are free text. For DO terms, please see http://gemina.svn.sourceforge.net/viewvc/gemina/trunk/Gemina/ontologies/gemina_symptom.obo?view=log",0,1,text,text,
463,human-vaginal,ep,ihmc_medication_code,human-vaginal_ihmc_medication_code,ihmc_medication_code,can include multiple medication codes,0,1,text,text,
464,human-vaginal,ep,chem_administration,human-vaginal_chem_administration,chem_administration,"list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v1.72), please see http://bioportal.bioontology.org/visualize/44603",0,1,text,text,
465,human-vaginal,ep,body_site,human-vaginal_body_site,body_site,"name of body site where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v3.1) terms, please see http://bioportal.bioontology.org/visualize/44507",0,1,text,text,
466,human-vaginal,ep,body_product,human-vaginal_body_product,body_product,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v3.1) terms, please see http://bioportal.bioontology.org/visualize/44507",0,1,text,text,
467,human-vaginal,ep,tot_mass,human-vaginal_tot_mass,tot_mass,"total mass of the host at collection, the unit depends on host",0,1,text,Measurement,
468,human-vaginal,ep,height,human-vaginal_height,height,the height of subject,0,1,text,Measurement,
469,human-vaginal,ep,diet,human-vaginal_diet,diet,"type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types",0,1,text,text,
470,human-vaginal,ep,last_meal,human-vaginal_last_meal,last_meal,content of last meal and time since feeding; can include multiple values,0,1,text,text,
471,human-vaginal,ep,family_relationship,human-vaginal_family_relationship,family_relationship,relationships to other hosts in the same study; can include multiple relationships,0,1,text,text,
472,human-vaginal,ep,genotype,human-vaginal_genotype,genotype,observed genotype,0,1,text,OOD_List,
473,human-vaginal,ep,phenotype,human-vaginal_phenotype,phenotype,"phenotype of host. For Phenotypic quality Ontology (PATO) (v1.269) terms, please see http://bioportal.bioontology.org/visualize/44601",0,1,text,OOD_List,
474,human-vaginal,ep,host_body_temp,human-vaginal_host_body_temp,host_body_temp,core body temperature of the host when sample was collected,0,1,text,Measurement,
475,human-vaginal,ep,body_mass_index,human-vaginal_body_mass_index,body_mass_index,"body mass index, calculated as weight/(height)squared",0,1,text,Measurement,
476,human-vaginal,ep,ihmc_ethnicity,human-vaginal_ihmc_ethnicity,ihmc_ethnicity,ethnicity of the subject,0,1,text,text,
477,human-vaginal,ep,occupation,human-vaginal_occupation,occupation,most frequent job performed by subject,0,1,text,text,
478,human-vaginal,ep,medic_hist_perform,human-vaginal_medic_hist_perform,medic_hist_perform,whether full medical history was collected,0,1,text,text,
479,human-vaginal,ep,pulse,human-vaginal_pulse,pulse,"resting pulse, measured as beats per minute",0,1,text,text,
480,human-vaginal,ep,perturbation,human-vaginal_perturbation,perturbation,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",0,1,text,text,
481,human-vaginal,ep,samp_salinity,human-vaginal_samp_salinity,samp_salinity,"salinity of sample, i.e. measure of total salt concentration",0,1,text,text,
482,human-vaginal,ep,oxy_stat_samp,human-vaginal_oxy_stat_samp,oxy_stat_samp,oxygenation status of sample,0,1,text,text,
483,human-vaginal,ep,organism_count,human-vaginal_organism_count,organism_count,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",0,1,text,text,
484,human-vaginal,ep,samp_store_temp,human-vaginal_samp_store_temp,samp_store_temp,"temperature at which sample was stored, e.g. -80",0,1,text,Measurement,
485,human-vaginal,ep,samp_store_loc,human-vaginal_samp_store_loc,samp_store_loc,"location at which sample was stored, usually name of a specific freezer/room",0,1,text,text,
486,human-vaginal,ep,samp_store_dur,human-vaginal_samp_store_dur,samp_store_dur,duration for which sample was stored,0,1,text,Range,
487,human-vaginal,ep,,,mgrast_id,MG-RAST Enviromental Package ID,0,0,text,text,
488,human-vaginal,ep,misc_param,human-vaginal_misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,Measurement_Named,
489,microbial mat|biofilm,ep,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
490,microbial mat|biofilm,ep,alkalinity,microbial-mat-biofilm_alkalinity,alkalinity,"alkalinity, the ability of a solution to neutralize acids to the equivalence point of carbonate or bicarbonate",0,1,text,text,
491,microbial mat|biofilm,ep,alkyl_diethers,microbial-mat-biofilm_alkyl_diethers,alkyl_diethers,concentration of alkyl diethers ,0,1,text,text,
492,microbial mat|biofilm,ep,aminopept_act,microbial-mat-biofilm_aminopept_act,aminopept_act,measurement of aminopeptidase activity,0,1,text,text,
493,microbial mat|biofilm,ep,ammonium,microbial-mat-biofilm_ammonium,ammonium,concentration of ammonium,0,1,text,text,
494,microbial mat|biofilm,ep,bacteria_carb_prod,microbial-mat-biofilm_bacteria_carb_prod,bacteria_carb_prod,measurement of bacterial carbon production,0,1,text,text,
495,microbial mat|biofilm,ep,biomass,microbial-mat-biofilm_biomass,biomass,"amount of biomass; should include the name for the part of biomass measured, e.g. microbial, total. can include multiple measurements",0,1,text,text,
496,microbial mat|biofilm,ep,bishomohopanol,microbial-mat-biofilm_bishomohopanol,bishomohopanol,concentration of bishomohopanol ,0,1,text,text,
497,microbial mat|biofilm,ep,bromide,microbial-mat-biofilm_bromide,bromide,concentration of bromide ,0,1,text,text,
498,microbial mat|biofilm,ep,calcium,microbial-mat-biofilm_calcium,calcium,concentration of calcium,0,1,text,text,
499,microbial mat|biofilm,ep,carb_nitro_ratio,microbial-mat-biofilm_carb_nitro_ratio,carb_nitro_ratio,ratio of amount or concentrations of carbon to nitrogen,0,1,text,text,
500,microbial mat|biofilm,ep,chem_administration,microbial-mat-biofilm_chem_administration,chem_administration,"list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v1.72), please see http://bioportal.bioontology.org/visualize/44603",0,1,text,text,
501,microbial mat|biofilm,ep,chloride,microbial-mat-biofilm_chloride,chloride,concentration of chloride ,0,1,text,text,
502,microbial mat|biofilm,ep,chlorophyll,microbial-mat-biofilm_chlorophyll,chlorophyll,concentration of chlorophyll,0,1,text,text,
503,microbial mat|biofilm,ep,diether_lipids,microbial-mat-biofilm_diether_lipids,diether_lipids,concentration of diether lipids; can include multiple types of diether lipids,0,1,text,text,
504,microbial mat|biofilm,ep,diss_carb_dioxide,microbial-mat-biofilm_diss_carb_dioxide,diss_carb_dioxide,concentration of dissolved carbon dioxide,0,1,text,text,
505,microbial mat|biofilm,ep,diss_hydrogen,microbial-mat-biofilm_diss_hydrogen,diss_hydrogen,concentration of dissolved hydrogen,0,1,text,text,
506,microbial mat|biofilm,ep,diss_inorg_carb,microbial-mat-biofilm_diss_inorg_carb,diss_inorg_carb,dissolved inorganic carbon concentration,0,1,text,text,
507,microbial mat|biofilm,ep,diss_org_carb,microbial-mat-biofilm_diss_org_carb,diss_org_carb,concentration of dissolved organic carbon,0,1,text,text,
508,microbial mat|biofilm,ep,diss_org_nitro,microbial-mat-biofilm_diss_org_nitro,diss_org_nitro,dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2,0,1,text,text,
509,microbial mat|biofilm,ep,diss_oxygen,microbial-mat-biofilm_diss_oxygen,diss_oxygen,concentration of dissolved oxygen,0,1,text,text,
510,microbial mat|biofilm,ep,glucosidase_act,microbial-mat-biofilm_glucosidase_act,glucosidase_act,measurement of glucosidase activity,0,1,text,text,
511,microbial mat|biofilm,ep,magnesium,microbial-mat-biofilm_magnesium,magnesium,concentration of magnesium,0,1,text,text,
512,microbial mat|biofilm,ep,mean_frict_vel,microbial-mat-biofilm_mean_frict_vel,mean_frict_vel,measurement of mean friction velocity,0,1,text,text,
513,microbial mat|biofilm,ep,mean_peak_frict_vel,microbial-mat-biofilm_mean_peak_frict_vel,mean_peak_frict_vel,measurement of mean peak friction velocity,0,1,text,text,
514,microbial mat|biofilm,ep,methane,microbial-mat-biofilm_methane,methane,methane (gas) amount or concentration at the time of sampling,0,1,text,text,
515,microbial mat|biofilm,ep,n_alkanes,microbial-mat-biofilm_n_alkanes,n_alkanes,concentration of n-alkanes; can include multiple n-alkanes,0,1,text,text,
516,microbial mat|biofilm,ep,nitrate,microbial-mat-biofilm_nitrate,nitrate,concentration of nitrate,0,1,text,text,
517,microbial mat|biofilm,ep,nitrite,microbial-mat-biofilm_nitrite,nitrite,concentration of nitrite,0,1,text,text,
518,microbial mat|biofilm,ep,nitro,microbial-mat-biofilm_nitro,nitro,concentration of nitrogen (total),0,1,text,text,
519,microbial mat|biofilm,ep,org_carb,microbial-mat-biofilm_org_carb,org_carb,concentration of organic carbon,0,1,text,text,
520,microbial mat|biofilm,ep,org_matter,microbial-mat-biofilm_org_matter,org_matter,concentration of organic matter ,0,1,text,text,
521,microbial mat|biofilm,ep,org_nitro,microbial-mat-biofilm_org_nitro,org_nitro,concentration of organic nitrogen,0,1,text,text,
522,microbial mat|biofilm,ep,organism_count,microbial-mat-biofilm_organism_count,organism_count,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",0,1,text,text,
523,microbial mat|biofilm,ep,oxy_stat_samp,microbial-mat-biofilm_oxy_stat_samp,oxy_stat_samp,oxygenation status of sample,0,1,text,text,
524,microbial mat|biofilm,ep,part_org_carb,microbial-mat-biofilm_part_org_carb,part_org_carb,concentration of particulate organic carbon,0,1,text,text,
525,microbial mat|biofilm,ep,perturbation,microbial-mat-biofilm_perturbation,perturbation,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",0,1,text,text,
526,microbial mat|biofilm,ep,petroleum_hydrocarb,microbial-mat-biofilm_petroleum_hydrocarb,petroleum_hydrocarb,concentration of petroleum hydrocarbon,0,1,text,text,
527,microbial mat|biofilm,ep,ph,microbial-mat-biofilm_ph,ph,pH measurement,0,1,text,text,
528,microbial mat|biofilm,ep,phaeopigments,microbial-mat-biofilm_phaeopigments,phaeopigments,concentration of phaeopigments; can include multiple phaeopigments,0,1,text,Measurement,
529,microbial mat|biofilm,ep,phosphate,microbial-mat-biofilm_phosphate,phosphate,concentration of phosphate,0,1,text,text,
530,microbial mat|biofilm,ep,phosplipid_fatt_acid,microbial-mat-biofilm_phosplipid_fatt_acid,phosplipid_fatt_acid,concentration of phospholipid fatty acids; can include multiple values,0,1,text,text,
531,microbial mat|biofilm,ep,potassium,microbial-mat-biofilm_potassium,potassium,concentration of potassium ,0,1,text,text,
532,microbial mat|biofilm,ep,pressure,microbial-mat-biofilm_press,pressure,"pressure to which the sample is subject, in atmospheres",0,1,text,Measurement,
533,microbial mat|biofilm,ep,redox_potential,microbial-mat-biofilm_redox_potential,redox_potential,"redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential",0,1,text,text,
534,microbial mat|biofilm,ep,salinity,microbial-mat-biofilm_salinity,salinity,salinity measurement,0,1,text,text,
535,microbial mat|biofilm,ep,samp_store_dur,microbial-mat-biofilm_samp_store_dur,samp_store_dur,duration for which sample was stored,0,1,text,Range,
536,microbial mat|biofilm,ep,samp_store_loc,microbial-mat-biofilm_samp_store_loc,samp_store_loc,"location at which sample was stored, usually name of a specific freezer/room",0,1,text,text,
537,microbial mat|biofilm,ep,samp_store_temp,microbial-mat-biofilm_samp_store_temp,samp_store_temp,"temperature at which sample was stored, e.g. -80",0,1,text,Measurement,
538,microbial mat|biofilm,ep,silicate,microbial-mat-biofilm_silicate,silicate,concentration of silicate,0,1,text,text,
539,microbial mat|biofilm,ep,sodium,microbial-mat-biofilm_sodium,sodium,sodium concentration,0,1,text,text,
540,microbial mat|biofilm,ep,sulfate,microbial-mat-biofilm_sulfate,sulfate,concentration of sulfate,0,1,text,text,
541,microbial mat|biofilm,ep,sulfide,microbial-mat-biofilm_sulfide,sulfide,concentration of sulfide,0,1,text,text,
542,microbial mat|biofilm,ep,tot_carb,microbial-mat-biofilm_tot_carb,tot_carb,total carbon content,0,1,text,text,
543,microbial mat|biofilm,ep,tot_nitro,microbial-mat-biofilm_tot_nitro,tot_nitro,"total nitrogen concentration, calculated by: total nitrogen = total dissolved nitrogen + particulate nitrogen. Can also be measured without filtering, reported as nitrogen",0,1,text,text,
544,microbial mat|biofilm,ep,tot_org_carb,microbial-mat-biofilm_tot_org_carb,tot_org_carb,Definition for soil: total organic C content of the soil units of g C/kg soil. Definition otherwise: total organic carbon content,0,1,text,text,
545,microbial mat|biofilm,ep,turbidity,microbial-mat-biofilm_turbidity,turbidity,turbidity measurement,0,1,text,text,
546,microbial mat|biofilm,ep,water_content,microbial-mat-biofilm_water_content,water_content,water content measurement,0,1,text,text,
547,microbial mat|biofilm,ep,,,mgrast_id,MG-RAST Enviromental Package ID,0,0,text,text,
548,microbial mat|biofilm,ep,misc_param,microbial-mat-biofilm_misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,Measurement_Named,
549,miscellaneous,ep,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
550,miscellaneous,ep,alkalinity,miscellaneous-natural-or-artificial-environment_alkalinity,alkalinity,"alkalinity, the ability of a solution to neutralize acids to the equivalence point of carbonate or bicarbonate",0,1,text,text,
551,miscellaneous,ep,ammonium,miscellaneous-natural-or-artificial-environment_ammonium,ammonium,concentration of ammonium,0,1,text,text,
552,miscellaneous,ep,biomass,miscellaneous-natural-or-artificial-environment_biomass,biomass,"amount of biomass; should include the name for the part of biomass measured, e.g. microbial, total. can include multiple measurements",0,1,text,text,
553,miscellaneous,ep,bromide,miscellaneous-natural-or-artificial-environment_bromide,bromide,concentration of bromide ,0,1,text,text,
554,miscellaneous,ep,calcium,miscellaneous-natural-or-artificial-environment_calcium,calcium,concentration of calcium,0,1,text,text,
555,miscellaneous,ep,chem_administration,miscellaneous-natural-or-artificial-environment_chem_administration,chem_administration,"list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v1.72), please see http://bioportal.bioontology.org/visualize/44603",0,1,text,text,
556,miscellaneous,ep,chloride,miscellaneous-natural-or-artificial-environment_chloride,chloride,concentration of chloride ,0,1,text,text,
557,miscellaneous,ep,chlorophyll,miscellaneous-natural-or-artificial-environment_chlorophyll,chlorophyll,concentration of chlorophyll,0,1,text,text,
558,miscellaneous,ep,current,miscellaneous-natural-or-artificial-environment_current,current,measurement of current ,0,1,text,text,
559,miscellaneous,ep,density,miscellaneous-natural-or-artificial-environment_density,density,density of sample,0,1,text,text,
560,miscellaneous,ep,diether_lipids,miscellaneous-natural-or-artificial-environment_diether_lipids,diether_lipids,concentration of diether lipids; can include multiple types of diether lipids,0,1,text,text,
561,miscellaneous,ep,diss_carb_dioxide,miscellaneous-natural-or-artificial-environment_diss_carb_dioxide,diss_carb_dioxide,concentration of dissolved carbon dioxide,0,1,text,text,
562,miscellaneous,ep,diss_hydrogen,miscellaneous-natural-or-artificial-environment_diss_hydrogen,diss_hydrogen,concentration of dissolved hydrogen,0,1,text,text,
563,miscellaneous,ep,diss_inorg_carb,miscellaneous-natural-or-artificial-environment_diss_inorg_carb,diss_inorg_carb,dissolved inorganic carbon concentration,0,1,text,text,
564,miscellaneous,ep,diss_org_nitro,miscellaneous-natural-or-artificial-environment_diss_org_nitro,diss_org_nitro,dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2,0,1,text,text,
565,miscellaneous,ep,diss_oxygen,miscellaneous-natural-or-artificial-environment_diss_oxygen,diss_oxygen,concentration of dissolved oxygen,0,1,text,text,
566,miscellaneous,ep,nitrate,miscellaneous-natural-or-artificial-environment_nitrate,nitrate,concentration of nitrate,0,1,text,text,
567,miscellaneous,ep,nitrite,miscellaneous-natural-or-artificial-environment_nitrite,nitrite,concentration of nitrite,0,1,text,text,
568,miscellaneous,ep,nitro,miscellaneous-natural-or-artificial-environment_nitro,nitro,concentration of nitrogen (total),0,1,text,text,
569,miscellaneous,ep,org_carb,miscellaneous-natural-or-artificial-environment_org_carb,org_carb,concentration of organic carbon,0,1,text,text,
570,miscellaneous,ep,org_matter,miscellaneous-natural-or-artificial-environment_org_matter,org_matter,concentration of organic matter ,0,1,text,text,
571,miscellaneous,ep,org_nitro,miscellaneous-natural-or-artificial-environment_org_nitro,org_nitro,concentration of organic nitrogen,0,1,text,text,
572,miscellaneous,ep,organism_count,miscellaneous-natural-or-artificial-environment_organism_count,organism_count,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",0,1,text,text,
573,miscellaneous,ep,oxy_stat_samp,miscellaneous-natural-or-artificial-environment_oxy_stat_samp,oxy_stat_samp,oxygenation status of sample,0,1,text,text,
574,miscellaneous,ep,perturbation,miscellaneous-natural-or-artificial-environment_perturbation,perturbation,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",0,1,text,text,
575,miscellaneous,ep,ph,miscellaneous-natural-or-artificial-environment_ph,ph,pH measurement,0,1,text,Measurement,
576,miscellaneous,ep,phosphate,miscellaneous-natural-or-artificial-environment_phosphate,phosphate,concentration of phosphate,0,1,text,text,
577,miscellaneous,ep,phosplipid_fatt_acid,miscellaneous-natural-or-artificial-environment_phosplipid_fatt_acid,phosplipid_fatt_acid,concentration of phospholipid fatty acids; can include multiple values,0,1,text,text,
578,miscellaneous,ep,potassium,miscellaneous-natural-or-artificial-environment_potassium,potassium,concentration of potassium ,0,1,text,text,
579,miscellaneous,ep,pressure,miscellaneous-natural-or-artificial-environment_press,pressure,"pressure to which the sample is subject, in atmospheres",0,1,text,Measurement,
580,miscellaneous,ep,salinity,miscellaneous-natural-or-artificial-environment_salinity,salinity,salinity measurement,0,1,text,text,
